event_id,user_id,session_id,device_type,geo_city,event_timestamp
2b1ad2bc-40bb-41c2-bd34-a7fdfdd61a16,user_189,s_649,tablet,London,2026-03-13 22:31:40.930822
31b22966-2f85-4269-b0f0-abf8c4416b29,user_158,s_738,tablet,Tokyo,2026-03-07 03:55:50.930822
1dc2d325-78b4-48d9-b7d2-02a4662e406b,user_20,s_218,mobile,Tokyo,2026-02-18 23:42:07.930822
47fc0049-5773-481f-a580-217b4b5aea9c,user_167,s_626,mobile,Tokyo,2026-02-18 07:56:16.930822
e8ef05df-7c1f-4f5c-bf24-4f2ea981fde8,user_164,s_636,tablet,,2026-03-07 10:14:54.930822
c26e0f31-c8d7-40ab-a1f4-49ca7df070e4,user_163,s_167,mobile,London,2026-03-14 01:43:40.930822
92414553-11a0-44de-b4d2-867138635624,user_147,s_360,mobile,New York,2026-03-12 05:49:45.930822
9fad49ed-1d78-487e-81a4-17e5dd68741b,user_6,s_143,mobile,Tokyo,2026-03-06 01:23:45.930822
ea489e83-1cae-48e7-8325-c478f9c7c891,user_151,s_535,mobile,,2026-02-13 10:14:22.930822
1da14724-3788-4286-8105-5e1b6b5f54c9,user_40,s_104,desktop,,2026-03-03 20:15:06.930822
1f633b43-773e-4063-b262-6a18bb6b4fbb,user_176,s_407,tablet,London,2026-03-06 01:04:14.930822
d94cdc40-e7cd-4f31-92b4-92d0aee0d6a3,user_148,s_527,desktop,Berlin,2026-03-14 17:02:25.930822
23b5332a-08c2-4ffa-8b6a-72ee897a564c,user_113,s_586,tablet,Tokyo,2026-03-02 16:44:54.930822
70f9b94e-de41-4c69-9f7d-c0b08e3aec85,user_58,s_111,tablet,New York,2026-03-03 10:02:28.930822
93b294a2-fd9b-4569-820a-53c1c320477f,user_148,s_999,desktop,,2026-03-11 15:30:27.930822
cfe98c53-0375-4164-9c1f-9a73dd7fadae,user_112,s_591,mobile,Tokyo,2026-03-15 05:15:41.930822
a585cb9e-ad1d-4717-9244-881bcf179f53,user_133,s_792,mobile,Tokyo,2026-03-10 07:44:09.930822
b91cf63b-6885-4817-977b-156b8e669390,user_20,s_827,mobile,London,2026-02-21 11:50:20.930822
d16a202e-7b0d-4e64-a01e-a6522d6c4b43,user_177,s_530,tablet,Berlin,2026-02-23 03:56:08.930822
2d517190-23fc-4418-948b-949955739d4c,user_71,s_93,desktop,New York,2026-03-08 10:51:40.930822
63882d64-e7bf-461f-8aa2-147bf338a938,user_9,s_639,tablet,,2026-03-09 23:27:17.930822
4530f141-0dd7-4184-ad10-dc68ed968947,user_107,s_492,desktop,Tokyo,2026-02-26 19:27:28.930822
0b8828af-000a-4a6b-ad3d-508286ad0586,user_57,s_452,desktop,,2026-03-02 17:20:32.930822
3fad4ec5-9e6b-4ae1-917a-7162c663ca80,user_49,s_676,tablet,Tokyo,2026-03-01 07:00:52.930822
f35259df-b9fb-4541-bc7e-412160af463e,user_51,s_507,desktop,New York,2026-02-19 13:35:20.930822
a229eab6-46f4-4f33-81bd-cd92caddd008,user_71,s_996,tablet,Tokyo,2026-02-26 15:13:13.930822
22c88a93-7d47-49c6-b013-df3ef958ed1d,user_37,s_578,tablet,,2026-03-06 18:59:32.930822
86d2f2d2-f75f-4819-834c-d58bb94581e0,user_48,s_41,mobile,Tokyo,2026-02-28 05:54:55.930822
bf755226-a22f-4fbd-bf33-c0e8cf83f992,user_31,s_300,tablet,Berlin,2026-03-06 07:07:09.930822
b17980f1-e58d-43da-ae05-20f513f7e42b,user_99,s_880,desktop,New York,2026-03-15 09:37:52.930822
e980719f-0958-4717-b274-b354d10911e6,user_78,s_517,desktop,Berlin,2026-03-02 16:45:35.930822
8717bf54-59d4-4c87-abb5-37f818772f6c,user_21,s_157,tablet,Berlin,2026-02-27 12:13:08.930822
483e0b1b-60fc-4ad9-8ca4-da669423eb27,user_197,s_634,tablet,Tokyo,2026-02-15 13:20:01.930822
adb758bc-61af-450c-8b6d-d665eee4b84f,user_82,s_957,tablet,London,2026-02-26 12:57:06.930822
5ad35bcd-3a63-4ab8-89f2-045b4bee5475,user_175,s_345,mobile,London,2026-03-07 19:14:23.930822
6f53a1a3-0d5c-4aa1-bab2-95492c882c4c,user_51,s_377,desktop,Berlin,2026-03-08 14:35:46.930822
adb06237-3cff-4a8b-98b6-836376f14879,user_122,s_749,mobile,Tokyo,2026-02-17 18:41:33.930822
d21e3282-8c97-4174-8915-363f2f24caed,user_173,s_23,desktop,London,2026-02-18 18:24:28.930822
1a2417f4-77fa-40df-9e3f-36ddcbc0a3b1,user_58,s_703,tablet,New York,2026-03-04 08:27:53.930822
79818dff-cca8-464e-8753-b2655b3e8228,user_11,s_416,desktop,New York,2026-03-12 14:38:39.930822
5dc25fc1-b9fc-4bf1-881f-40f948fa639d,user_29,s_714,mobile,Berlin,2026-03-04 11:07:50.930822
0bf23109-8e24-4261-90d3-d1ee70bb1965,user_18,s_778,tablet,New York,2026-02-21 01:24:33.930822
8684813f-d8ab-46c4-a729-be9e4c4dffd8,user_129,s_738,tablet,Berlin,2026-02-21 09:55:55.930822
fa44acf0-1603-43ae-a2cf-d993988de4a3,user_195,s_571,mobile,New York,2026-03-10 07:17:09.930822
a585656b-f1b2-4782-9268-d8960f633051,user_113,s_909,mobile,Berlin,2026-02-14 10:52:37.930822
4cf89c5d-fdfb-4f32-b833-3e7fa454e75e,user_94,s_104,desktop,New York,2026-03-04 23:16:24.930822
bafab33b-88f9-41e0-a135-5c7acef184c7,user_48,s_916,tablet,Tokyo,2026-03-07 14:48:15.930822
f4cfdb4f-9e10-4e02-afae-4cefed16383a,user_116,s_88,tablet,Berlin,2026-02-23 11:38:30.930822
e1e94996-3414-4f9b-8bdd-e20f120f60cf,user_6,s_350,desktop,,2026-03-12 07:42:31.930822
13a24b9f-216a-43c6-b314-0bbeb5414994,user_170,s_978,tablet,London,2026-03-12 09:25:02.930822
7dd54a9f-6e08-45a7-aab4-b60054a20f79,user_138,s_358,tablet,London,2026-03-14 06:41:01.930822
f46179c0-a334-4229-b18f-14b2187ac741,user_186,s_841,desktop,New York,2026-03-06 17:42:37.930822
8f3c0ba1-de6f-45a6-97c6-45286287d16c,user_2,s_195,desktop,London,2026-03-09 17:31:43.930822
da7d8b10-069e-4ae6-b286-fb9b88bc7daa,user_81,s_1000,mobile,Tokyo,2026-03-05 08:00:23.930822
3690e79c-71e2-47e0-b1c7-f966305b44d5,user_144,s_181,desktop,New York,2026-03-08 09:42:19.930822
a52da1b0-b533-4cd1-bf00-eeeed3ce6a6c,user_190,s_656,desktop,Berlin,2026-02-19 20:46:17.930822
